"DateTime","Depth","temp","OXY_oxy"
2008-11-04 12:00:00,9.5,9.77,NA
2008-11-04 12:00:00,10.5,9.82,NA
2008-11-04 12:00:00,11.5,9.58,NA
2008-11-04 12:00:00,13.5,9.56,NA
2008-11-05 12:00:00,0.5,9.65,NA
2008-11-05 12:00:00,1,9.64,NA
2008-11-05 12:00:00,1.5,9.54,15.2
2008-11-05 12:00:00,2,9.55,NA
2008-11-05 12:00:00,2.5,9.29,NA
2008-11-05 12:00:00,3,9.44,NA
2008-11-05 12:00:00,3.5,9.86,NA
2008-11-05 12:00:00,4.5,9.72,NA
2008-11-05 12:00:00,5.5,9.56,NA
2008-11-05 12:00:00,6.5,9.68,NA
2008-11-05 12:00:00,7.5,9.68,NA
2008-11-05 12:00:00,8.5,9.48,NA
2008-11-05 12:00:00,9.5,9.71,NA
2008-11-05 12:00:00,10.5,9.77,NA
2008-11-05 12:00:00,11.5,9.53,NA
2008-11-05 12:00:00,13.5,9.53,NA
2008-11-06 12:00:00,0.5,9.74,NA
2008-11-06 12:00:00,1,9.86,NA
2008-11-06 12:00:00,1.5,9.76,14.25
2008-11-06 12:00:00,2,9.74,NA
2008-11-06 12:00:00,2.5,9.5,NA
2008-11-06 12:00:00,3,9.66,NA
2008-11-06 12:00:00,3.5,10.16,NA
2008-11-06 12:00:00,4.5,9.97,NA
2008-11-06 12:00:00,5.5,9.81,NA
2008-11-06 12:00:00,6.5,9.81,NA
2008-11-06 12:00:00,7.5,9.74,NA
2008-11-06 12:00:00,8.5,9.54,NA
2008-11-06 12:00:00,9.5,9.77,NA
2008-11-06 12:00:00,10.5,9.82,NA
2008-11-06 12:00:00,11.5,9.57,NA
2008-11-06 12:00:00,13.5,9.56,NA
2008-11-07 12:00:00,0.5,9.93,NA
2008-11-07 12:00:00,1,10.02,NA
2008-11-07 12:00:00,1.5,9.91,15.47
2008-11-07 12:00:00,2,9.88,NA
2008-11-07 12:00:00,2.5,9.63,NA
2008-11-07 12:00:00,3,9.79,NA
2008-11-07 12:00:00,3.5,10.23,NA
2008-11-07 12:00:00,4.5,10.1,NA
2008-11-07 12:00:00,5.5,9.87,NA
2008-11-07 12:00:00,6.5,10.04,NA
2008-11-07 12:00:00,7.5,9.89,NA
2008-11-07 12:00:00,8.5,9.65,NA
2008-11-07 12:00:00,9.5,9.88,NA
2008-11-07 12:00:00,10.5,10,NA
2008-11-07 12:00:00,11.5,9.66,NA
2008-11-07 12:00:00,13.5,9.68,NA
2008-11-08 12:00:00,0.5,10.2,NA
2008-11-08 12:00:00,1,9.95,NA
2008-11-08 12:00:00,1.5,9.83,14.95
2008-11-08 12:00:00,2,9.82,NA
2008-11-08 12:00:00,2.5,9.53,NA
2008-11-08 12:00:00,3,9.69,NA
2008-11-08 12:00:00,3.5,10.16,NA
2008-11-08 12:00:00,4.5,9.96,NA
2008-11-08 12:00:00,5.5,9.62,NA
2008-11-08 12:00:00,6.5,9.79,NA
2008-11-08 12:00:00,7.5,9.74,NA
2008-11-08 12:00:00,8.5,9.54,NA
2008-11-08 12:00:00,9.5,9.77,NA
2008-11-08 12:00:00,10.5,9.82,NA
2008-11-08 12:00:00,11.5,9.58,NA
2008-11-08 12:00:00,13.5,9.56,NA
2008-11-09 12:00:00,0.5,9.96,NA
2008-11-09 12:00:00,1,10.08,NA
2008-11-09 12:00:00,1.5,9.97,13.63
2008-11-09 12:00:00,2,9.97,NA
2008-11-09 12:00:00,2.5,9.53,NA
2008-11-09 12:00:00,3,9.47,NA
2008-11-09 12:00:00,3.5,9.83,NA
2008-11-09 12:00:00,4.5,9.66,NA
2008-11-09 12:00:00,5.5,9.5,NA
2008-11-09 12:00:00,6.5,9.62,NA
2008-11-09 12:00:00,7.5,9.62,NA
2008-11-09 12:00:00,8.5,9.41,NA
2008-11-09 12:00:00,9.5,9.71,NA
2008-11-09 12:00:00,10.5,9.69,NA
2008-11-09 12:00:00,11.5,9.46,NA
2008-11-09 12:00:00,13.5,9.5,NA
2008-11-10 12:00:00,0.5,9.48,NA
2008-11-10 12:00:00,1,9.61,NA
2008-11-10 12:00:00,1.5,9.53,13.91
2008-11-10 12:00:00,2,9.53,NA
2008-11-10 12:00:00,2.5,9.26,NA
2008-11-10 12:00:00,3,9.44,NA
2008-11-10 12:00:00,3.5,9.91,NA
2008-11-10 12:00:00,4.5,9.79,NA
2008-11-10 12:00:00,5.5,9.61,NA
2008-11-10 12:00:00,6.5,9.75,NA
2008-11-10 12:00:00,7.5,9.81,NA
2008-11-10 12:00:00,8.5,9.54,NA
2008-11-10 12:00:00,9.5,9.79,NA
2008-11-10 12:00:00,10.5,9.8,NA
2008-11-10 12:00:00,11.5,9.57,NA
2008-11-10 12:00:00,13.5,9.61,NA
2008-11-11 12:00:00,0.5,9.27,NA
2008-11-11 12:00:00,1,9.39,NA
2008-11-11 12:00:00,1.5,9.34,13.96
2008-11-11 12:00:00,2,9.33,NA
2008-11-11 12:00:00,2.5,9.07,NA
2008-11-11 12:00:00,3,9.22,NA
2008-11-11 12:00:00,3.5,9.72,NA
2008-11-11 12:00:00,4.5,9.6,NA
2008-11-11 12:00:00,5.5,9.4,NA
2008-11-11 12:00:00,6.5,9.56,NA
2008-11-11 12:00:00,7.5,9.59,NA
2008-11-11 12:00:00,8.5,9.35,NA
2008-11-11 12:00:00,9.5,9.65,NA
2008-11-11 12:00:00,10.5,9.56,NA
2008-11-11 12:00:00,11.5,9.36,NA
2008-11-11 12:00:00,13.5,9.43,NA
2008-11-12 12:00:00,0.5,9.08,NA
2008-11-12 12:00:00,1,9.2,NA
2008-11-12 12:00:00,1.5,9.12,14.57
2008-11-12 12:00:00,2,9.14,NA
2008-11-12 12:00:00,2.5,8.88,NA
2008-11-12 12:00:00,3,9.03,NA
2008-11-12 12:00:00,3.5,9.5,NA
2008-11-12 12:00:00,4.5,9.34,NA
2008-11-12 12:00:00,5.5,9.15,NA
2008-11-12 12:00:00,6.5,9.31,NA
2008-11-12 12:00:00,7.5,9.29,NA
2008-11-12 12:00:00,8.5,9.04,NA
2008-11-12 12:00:00,9.5,9.34,NA
2008-11-12 12:00:00,10.5,9.31,NA
2008-11-12 12:00:00,11.5,9.08,NA
2008-11-12 12:00:00,13.5,9.12,NA
2008-11-13 12:00:00,0.5,8.83,NA
2008-11-13 12:00:00,1,9.01,NA
2008-11-13 12:00:00,1.5,8.9,13.79
2008-11-13 12:00:00,2,8.92,NA
2008-11-13 12:00:00,2.5,8.66,NA
2008-11-13 12:00:00,3,8.84,NA
2008-11-13 12:00:00,3.5,9.3,NA
2008-11-13 12:00:00,4.5,9.17,NA
2008-11-13 12:00:00,5.5,8.99,NA
2008-11-13 12:00:00,6.5,9.17,NA
2008-11-13 12:00:00,7.5,9.18,NA
2008-11-13 12:00:00,8.5,8.96,NA
2008-11-13 12:00:00,9.5,9.23,NA
2008-11-13 12:00:00,10.5,9.24,NA
2008-11-13 12:00:00,11.5,8.95,NA
2008-11-13 12:00:00,13.5,9.04,NA
2008-11-14 12:00:00,0.5,8.77,NA
2008-11-14 12:00:00,1,8.89,NA
2008-11-14 12:00:00,1.5,8.82,15.07
2008-11-14 12:00:00,2,8.8,NA
2008-11-14 12:00:00,2.5,8.52,NA
2008-11-14 12:00:00,3,8.72,NA
2008-11-14 12:00:00,3.5,9.17,NA
2008-11-14 12:00:00,4.5,9.06,NA
2008-11-14 12:00:00,5.5,8.87,NA
2008-11-14 12:00:00,6.5,9.06,NA
2008-11-14 12:00:00,7.5,9.05,NA
2008-11-14 12:00:00,8.5,8.85,NA
2008-11-14 12:00:00,9.5,9.09,NA
2008-11-14 12:00:00,10.5,9.13,NA
2008-11-14 12:00:00,11.5,8.87,NA
2008-11-14 12:00:00,13.5,8.92,NA
2008-11-15 12:00:00,0.5,8.86,NA
2008-11-15 12:00:00,1,8.97,NA
2008-11-15 12:00:00,1.5,8.9,14.09
2008-11-15 12:00:00,2,8.92,NA
2008-11-15 12:00:00,2.5,8.63,NA
2008-11-15 12:00:00,3,8.81,NA
2008-11-15 12:00:00,3.5,9.28,NA
2008-11-15 12:00:00,4.5,9.16,NA
2008-11-15 12:00:00,5.5,8.99,NA
2008-11-15 12:00:00,6.5,9.12,NA
2008-11-15 12:00:00,7.5,9.05,NA
2008-11-15 12:00:00,8.5,8.85,NA
2008-11-15 12:00:00,9.5,9.1,NA
2008-11-15 12:00:00,10.5,9.06,NA
2008-11-15 12:00:00,11.5,8.87,NA
2008-11-15 12:00:00,13.5,8.93,NA
2008-11-17 12:00:00,0.5,8.52,NA
2008-11-17 12:00:00,1,8.65,NA
2008-11-17 12:00:00,1.5,8.59,14.42
2008-11-17 12:00:00,2,8.61,NA
2008-11-17 12:00:00,2.5,8.33,NA
2008-11-17 12:00:00,3,8.5,NA
2008-11-17 12:00:00,3.5,8.98,NA
2008-11-17 12:00:00,4.5,8.86,NA
2008-11-17 12:00:00,5.5,8.68,NA
2008-11-17 12:00:00,6.5,8.87,NA
2008-11-17 12:00:00,7.5,8.87,NA
2008-11-17 12:00:00,8.5,8.66,NA
2008-11-17 12:00:00,9.5,8.9,NA
2008-11-17 12:00:00,10.5,8.88,NA
2008-11-17 12:00:00,11.5,8.65,NA
2008-11-17 12:00:00,13.5,8.7,NA
2008-11-18 12:00:00,0.5,8.14,NA
2008-11-18 12:00:00,1,8.31,NA
2008-11-18 12:00:00,1.5,8.22,14.33
2008-11-18 12:00:00,2,8.23,NA
2008-11-18 12:00:00,2.5,7.98,NA
2008-11-18 12:00:00,3,8.13,NA
2008-11-18 12:00:00,3.5,8.59,NA
2008-11-18 12:00:00,4.5,8.46,NA
2008-11-18 12:00:00,5.5,8.3,NA
2008-11-18 12:00:00,6.5,8.46,NA
2008-11-18 12:00:00,7.5,8.46,NA
2008-11-18 12:00:00,8.5,8.22,NA
2008-11-18 12:00:00,9.5,8.52,NA
2008-11-18 12:00:00,10.5,8.5,NA
2008-11-18 12:00:00,11.5,8.27,NA
2008-11-18 12:00:00,13.5,8.3,NA
2008-11-19 12:00:00,0.5,7.7,NA
2008-11-19 12:00:00,1,7.88,NA
2008-11-19 12:00:00,1.5,7.74,14.58
2008-11-19 12:00:00,2,7.76,NA
2008-11-19 12:00:00,2.5,7.49,NA
2008-11-19 12:00:00,3,7.71,NA
2008-11-19 12:00:00,3.5,8.14,NA
2008-11-19 12:00:00,4.5,8.02,NA
2008-11-19 12:00:00,5.5,7.8,NA
2008-11-19 12:00:00,6.5,7.99,NA
2008-11-19 12:00:00,7.5,7.99,NA
2008-11-19 12:00:00,8.5,7.75,NA
2008-11-19 12:00:00,9.5,8.04,NA
2008-11-19 12:00:00,10.5,8,NA
2008-11-19 12:00:00,11.5,7.82,NA
2008-11-19 12:00:00,13.5,7.87,NA
2008-11-20 12:00:00,0.5,7.07,NA
2008-11-20 12:00:00,1,7.21,NA
2008-11-20 12:00:00,1.5,7.03,14.95
2008-11-20 12:00:00,2,7.1,NA
2008-11-20 12:00:00,2.5,6.86,NA
2008-11-20 12:00:00,3,7.02,NA
2008-11-20 12:00:00,3.5,7.47,NA
2008-11-20 12:00:00,4.5,7.33,NA
2008-11-20 12:00:00,5.5,7.18,NA
2008-11-20 12:00:00,6.5,7.33,NA
2008-11-20 12:00:00,7.5,7.36,NA
2008-11-20 12:00:00,8.5,7.13,NA
2008-11-20 12:00:00,9.5,7.4,NA
2008-11-20 12:00:00,10.5,7.37,NA
2008-11-20 12:00:00,11.5,7.12,NA
2008-11-20 12:00:00,13.5,7.18,NA
2008-11-21 12:00:00,0.5,6.57,NA
2008-11-21 12:00:00,1,6.75,NA
2008-11-21 12:00:00,1.5,6.7,15.08
2008-11-21 12:00:00,2,6.67,NA
2008-11-21 12:00:00,2.5,6.37,NA
2008-11-21 12:00:00,3,6.56,NA
2008-11-21 12:00:00,3.5,7.03,NA
2008-11-21 12:00:00,4.5,6.89,NA
2008-11-21 12:00:00,5.5,6.72,NA
2008-11-21 12:00:00,6.5,6.86,NA
2008-11-21 12:00:00,7.5,6.91,NA
2008-11-21 12:00:00,8.5,6.65,NA
2008-11-21 12:00:00,9.5,6.94,NA
2008-11-21 12:00:00,10.5,6.87,NA
2008-11-21 12:00:00,11.5,6.68,NA
2008-11-21 12:00:00,13.5,6.74,NA
2008-11-22 12:00:00,0.5,6,NA
2008-11-22 12:00:00,1,6.17,NA
2008-11-22 12:00:00,1.5,6.07,15.37
2008-11-22 12:00:00,2,6.1,NA
2008-11-22 12:00:00,2.5,5.78,NA
2008-11-22 12:00:00,3,5.94,NA
2008-11-22 12:00:00,3.5,6.45,NA
2008-11-22 12:00:00,4.5,6.26,NA
2008-11-22 12:00:00,5.5,6.11,NA
2008-11-22 12:00:00,6.5,6.3,NA
2008-11-22 12:00:00,7.5,6.29,NA
2008-11-22 12:00:00,8.5,6.08,NA
2008-11-22 12:00:00,9.5,6.32,NA
2008-11-22 12:00:00,10.5,6.31,NA
2008-11-22 12:00:00,11.5,6.08,NA
2008-11-22 12:00:00,13.5,6.11,NA
2008-11-23 12:00:00,0.5,5.5,NA
2008-11-23 12:00:00,1,5.66,NA
2008-11-23 12:00:00,1.5,5.56,15.44
2008-11-23 12:00:00,2,5.54,NA
2008-11-23 12:00:00,2.5,5.28,NA
2008-11-23 12:00:00,3,5.44,NA
2008-11-23 12:00:00,3.5,5.9,NA
2008-11-23 12:00:00,4.5,5.82,NA
2008-11-23 12:00:00,5.5,5.59,NA
2008-11-23 12:00:00,6.5,5.75,NA
2008-11-23 12:00:00,7.5,5.76,NA
2008-11-23 12:00:00,8.5,5.51,NA
2008-11-23 12:00:00,9.5,5.82,NA
2008-11-23 12:00:00,10.5,5.79,NA
2008-11-23 12:00:00,11.5,5.55,NA
2008-11-23 12:00:00,13.5,5.61,NA
2008-11-24 12:00:00,0.5,5.24,NA
2008-11-24 12:00:00,1,5.4,NA
2008-11-24 12:00:00,1.5,5.31,15.98
2008-11-24 12:00:00,2,5.29,NA
2008-11-24 12:00:00,2.5,5.02,NA
2008-11-24 12:00:00,3,5.17,NA
2008-11-24 12:00:00,3.5,5.65,NA
2008-11-24 12:00:00,4.5,5.5,NA
2008-11-24 12:00:00,5.5,5.28,NA
2008-11-24 12:00:00,6.5,5.48,NA
2008-11-24 12:00:00,7.5,5.53,NA
2008-11-24 12:00:00,8.5,5.28,NA
2008-11-24 12:00:00,9.5,5.58,NA
2008-11-24 12:00:00,10.5,5.55,NA
2008-11-24 12:00:00,11.5,5.29,NA
2008-11-24 12:00:00,13.5,5.35,NA
2008-11-25 12:00:00,0.5,4.91,NA
2008-11-25 12:00:00,1,5.06,NA
2008-11-25 12:00:00,1.5,4.96,15.72
2008-11-25 12:00:00,2,4.97,NA
2008-11-25 12:00:00,2.5,4.71,NA
2008-11-25 12:00:00,3,4.87,NA
2008-11-25 12:00:00,3.5,5.37,NA
2008-11-25 12:00:00,4.5,5.2,NA
2008-11-25 12:00:00,5.5,5.1,NA
2008-11-25 12:00:00,6.5,5.21,NA
2008-11-25 12:00:00,7.5,5.23,NA
2008-11-25 12:00:00,8.5,4.96,NA
2008-11-25 12:00:00,9.5,5.27,NA
2008-11-25 12:00:00,10.5,5.24,NA
2008-11-25 12:00:00,11.5,4.99,NA
2008-11-25 12:00:00,13.5,5.04,NA
2008-11-26 12:00:00,0.5,4.82,NA
2008-11-26 12:00:00,1,4.95,NA
2008-11-26 12:00:00,1.5,4.87,16.26
2008-11-26 12:00:00,2,4.88,NA
2008-11-26 12:00:00,2.5,4.58,NA
2008-11-26 12:00:00,3,4.75,NA
2008-11-26 12:00:00,3.5,5.28,NA
2008-11-26 12:00:00,4.5,5.09,NA
2008-11-26 12:00:00,5.5,4.98,NA
2008-11-26 12:00:00,6.5,5.1,NA
2008-11-26 12:00:00,7.5,5.12,NA
2008-11-26 12:00:00,8.5,4.88,NA
2008-11-26 12:00:00,9.5,5.16,NA
2008-11-26 12:00:00,10.5,5.16,NA
2008-11-26 12:00:00,11.5,4.91,NA
2008-11-26 12:00:00,13.5,4.98,NA
2008-11-27 12:00:00,0.5,4.77,NA
2008-11-27 12:00:00,1,4.87,NA
2008-11-27 12:00:00,1.5,4.79,16.53
2008-11-27 12:00:00,2,4.78,NA
2008-11-27 12:00:00,2.5,4.52,NA
2008-11-27 12:00:00,3,4.68,NA
2008-11-27 12:00:00,3.5,5.18,NA
2008-11-27 12:00:00,4.5,5.05,NA
2008-11-27 12:00:00,5.5,4.92,NA
2008-11-27 12:00:00,6.5,5.01,NA
2008-11-27 12:00:00,7.5,5.04,NA
2008-11-27 12:00:00,8.5,4.81,NA
2008-11-27 12:00:00,9.5,5.08,NA
2008-11-27 12:00:00,10.5,5.05,NA
2008-11-27 12:00:00,11.5,4.79,NA
2008-11-27 12:00:00,13.5,4.85,NA
2008-11-28 12:00:00,0.5,4.69,NA
2008-11-28 12:00:00,1,4.81,NA
2008-11-28 12:00:00,1.5,4.74,16.97
2008-11-28 12:00:00,2,4.74,NA
2008-11-28 12:00:00,2.5,4.45,NA
2008-11-28 12:00:00,3,4.62,NA
2008-11-28 12:00:00,3.5,5.12,NA
2008-11-28 12:00:00,4.5,4.98,NA
2008-11-28 12:00:00,5.5,4.81,NA
2008-11-28 12:00:00,6.5,4.93,NA
2008-11-28 12:00:00,7.5,4.98,NA
2008-11-28 12:00:00,8.5,4.73,NA
2008-11-28 12:00:00,9.5,5.02,NA
2008-11-28 12:00:00,10.5,4.99,NA
2008-11-28 12:00:00,11.5,4.72,NA
2008-11-28 12:00:00,13.5,4.79,NA
2008-11-29 12:00:00,0.5,4.36,NA
2008-11-29 12:00:00,1,4.49,NA
2008-11-29 12:00:00,1.5,4.43,16.49
2008-11-29 12:00:00,2,4.44,NA
2008-11-29 12:00:00,2.5,4.12,NA
2008-11-29 12:00:00,3,4.3,NA
2008-11-29 12:00:00,3.5,4.77,NA
2008-11-29 12:00:00,4.5,4.65,NA
2008-11-29 12:00:00,5.5,4.49,NA
2008-11-29 12:00:00,6.5,4.65,NA
2008-11-29 12:00:00,7.5,4.66,NA
2008-11-29 12:00:00,8.5,4.44,NA
2008-11-29 12:00:00,9.5,4.72,NA
2008-11-29 12:00:00,10.5,4.67,NA
2008-11-29 12:00:00,11.5,4.46,NA
2008-11-29 12:00:00,13.5,4.49,NA
2008-11-30 12:00:00,0.5,4.24,NA
2008-11-30 12:00:00,1,4.37,NA
2008-11-30 12:00:00,1.5,4.3,16.95
2008-11-30 12:00:00,2,4.34,NA
2008-11-30 12:00:00,2.5,4.01,NA
2008-11-30 12:00:00,3,4.19,NA
2008-11-30 12:00:00,3.5,4.71,NA
2008-11-30 12:00:00,4.5,4.56,NA
2008-11-30 12:00:00,5.5,4.4,NA
2008-11-30 12:00:00,6.5,4.55,NA
2008-11-30 12:00:00,7.5,4.6,NA
2008-11-30 12:00:00,8.5,4.38,NA
2008-11-30 12:00:00,9.5,4.69,NA
2008-11-30 12:00:00,10.5,4.6,NA
2008-11-30 12:00:00,11.5,4.35,NA
2008-11-30 12:00:00,13.5,4.41,NA
2008-12-01 12:00:00,0.5,4.11,NA
2008-12-01 12:00:00,1,4.24,NA
2008-12-01 12:00:00,1.5,4.15,16.97
2008-12-01 12:00:00,2,4.12,NA
2008-12-01 12:00:00,2.5,3.83,NA
2008-12-01 12:00:00,3,3.99,NA
2008-12-01 12:00:00,3.5,4.52,NA
2008-12-01 12:00:00,4.5,4.32,NA
2008-12-01 12:00:00,5.5,4.18,NA
2008-12-01 12:00:00,6.5,4.35,NA
2008-12-01 12:00:00,7.5,4.35,NA
2008-12-01 12:00:00,8.5,4.14,NA
2008-12-01 12:00:00,9.5,4.46,NA
2008-12-01 12:00:00,10.5,4.39,NA
2008-12-01 12:00:00,11.5,4.12,NA
2008-12-01 12:00:00,13.5,4.22,NA
2008-12-02 12:00:00,0.5,3.86,NA
2008-12-02 12:00:00,1,4.01,NA
2008-12-02 12:00:00,1.5,3.92,16.65
2008-12-02 12:00:00,2,3.95,NA
2008-12-02 12:00:00,2.5,3.63,NA
2008-12-02 12:00:00,3,3.83,NA
2008-12-02 12:00:00,3.5,4.34,NA
2008-12-02 12:00:00,4.5,4.18,NA
2008-12-02 12:00:00,5.5,4.02,NA
2008-12-02 12:00:00,6.5,4.16,NA
2008-12-02 12:00:00,7.5,4.16,NA
2008-12-02 12:00:00,8.5,3.94,NA
2008-12-02 12:00:00,9.5,4.21,NA
2008-12-02 12:00:00,10.5,4.17,NA
2008-12-02 12:00:00,11.5,3.92,NA
2008-12-02 12:00:00,13.5,4.04,NA
2008-12-03 12:00:00,0.5,3.75,NA
2008-12-03 12:00:00,1,3.91,NA
2008-12-03 12:00:00,1.5,3.8,16.99
2008-12-03 12:00:00,2,3.87,NA
2008-12-03 12:00:00,2.5,3.56,NA
2008-12-03 12:00:00,3,3.8,NA
2008-12-03 12:00:00,3.5,4.34,NA
2008-12-03 12:00:00,4.5,4.18,NA
2008-12-03 12:00:00,5.5,4.04,NA
2008-12-03 12:00:00,6.5,4.16,NA
2008-12-03 12:00:00,7.5,4.22,NA
2008-12-03 12:00:00,8.5,4,NA
2008-12-03 12:00:00,9.5,4.28,NA
2008-12-03 12:00:00,10.5,4.24,NA
2008-12-03 12:00:00,11.5,3.97,NA
2008-12-03 12:00:00,13.5,4.04,NA
2008-12-04 12:00:00,0.5,3.61,NA
2008-12-04 12:00:00,1,3.74,NA
2008-12-04 12:00:00,1.5,3.62,16.9
2008-12-04 12:00:00,2,3.65,NA
2008-12-04 12:00:00,2.5,3.36,NA
2008-12-04 12:00:00,3,3.55,NA
2008-12-04 12:00:00,3.5,4.02,NA
2008-12-04 12:00:00,4.5,3.88,NA
2008-12-04 12:00:00,5.5,3.72,NA
2008-12-04 12:00:00,6.5,3.86,NA
2008-12-04 12:00:00,7.5,3.91,NA
2008-12-04 12:00:00,8.5,3.7,NA
2008-12-04 12:00:00,9.5,4.14,NA
2008-12-04 12:00:00,10.5,3.92,NA
2008-12-04 12:00:00,11.5,3.71,NA
2008-12-04 12:00:00,13.5,3.75,NA
2008-12-05 12:00:00,0.5,3.54,NA
2008-12-05 12:00:00,1,3.63,NA
2008-12-05 12:00:00,1.5,3.55,17.35
2008-12-05 12:00:00,2,3.57,NA
2008-12-05 12:00:00,2.5,3.25,NA
2008-12-05 12:00:00,3,3.42,NA
2008-12-05 12:00:00,3.5,3.94,NA
2008-12-05 12:00:00,4.5,3.8,NA
2008-12-05 12:00:00,5.5,3.61,NA
2008-12-05 12:00:00,6.5,3.78,NA
2008-12-05 12:00:00,7.5,3.8,NA
2008-12-05 12:00:00,8.5,3.56,NA
2008-12-05 12:00:00,9.5,4.05,NA
2008-12-05 12:00:00,10.5,3.87,NA
2008-12-05 12:00:00,11.5,3.59,NA
2008-12-05 12:00:00,13.5,3.66,NA
2008-12-06 12:00:00,0.5,3.17,NA
2008-12-06 12:00:00,1,3.3,NA
2008-12-06 12:00:00,1.5,3.21,16.9
2008-12-06 12:00:00,2,3.26,NA
2008-12-06 12:00:00,2.5,2.87,NA
2008-12-06 12:00:00,3,3.12,NA
2008-12-06 12:00:00,3.5,3.65,NA
2008-12-06 12:00:00,4.5,3.49,NA
2008-12-06 12:00:00,5.5,3.34,NA
2008-12-06 12:00:00,6.5,3.5,NA
2008-12-06 12:00:00,7.5,3.53,NA
2008-12-06 12:00:00,8.5,3.28,NA
2008-12-06 12:00:00,9.5,3.78,NA
2008-12-06 12:00:00,10.5,3.54,NA
2008-12-06 12:00:00,11.5,3.29,NA
2008-12-06 12:00:00,13.5,3.34,NA
2008-12-07 12:00:00,0.5,3.07,NA
2008-12-07 12:00:00,1,3.22,NA
2008-12-07 12:00:00,1.5,3.1,17.83
2008-12-07 12:00:00,2,3.15,NA
2008-12-07 12:00:00,2.5,2.84,NA
2008-12-07 12:00:00,3,3.04,NA
2008-12-07 12:00:00,3.5,3.55,NA
2008-12-07 12:00:00,4.5,3.42,NA
2008-12-07 12:00:00,5.5,3.28,NA
2008-12-07 12:00:00,6.5,3.41,NA
2008-12-07 12:00:00,7.5,3.47,NA
2008-12-07 12:00:00,8.5,3.37,NA
2008-12-07 12:00:00,9.5,3.5,NA
2008-12-07 12:00:00,10.5,3.48,NA
2008-12-07 12:00:00,11.5,3.21,NA
2008-12-07 12:00:00,13.5,3.28,NA
2008-12-08 12:00:00,0.5,2.6,NA
2008-12-08 12:00:00,1,2.86,NA
2008-12-08 12:00:00,1.5,2.73,17.1
2008-12-08 12:00:00,2,2.74,NA
2008-12-08 12:00:00,2.5,2.49,NA
2008-12-08 12:00:00,3,2.54,NA
2008-12-08 12:00:00,3.5,3.15,NA
2008-12-08 12:00:00,4.5,3,NA
2008-12-08 12:00:00,5.5,2.87,NA
2008-12-08 12:00:00,6.5,3.05,NA
2008-12-08 12:00:00,7.5,3.08,NA
2008-12-08 12:00:00,8.5,2.8,NA
2008-12-08 12:00:00,9.5,3.11,NA
2008-12-08 12:00:00,10.5,3.12,NA
2008-12-08 12:00:00,11.5,2.83,NA
2008-12-08 12:00:00,13.5,2.9,NA
2008-12-09 12:00:00,0.5,2.14,NA
2008-12-09 12:00:00,1,2.24,NA
2008-12-09 12:00:00,1.5,2.16,17.61
2008-12-09 12:00:00,2,2.18,NA
2008-12-09 12:00:00,2.5,1.88,NA
2008-12-09 12:00:00,3,2.08,NA
2008-12-09 12:00:00,3.5,2.58,NA
2008-12-09 12:00:00,4.5,2.4,NA
2008-12-09 12:00:00,5.5,2.28,NA
2008-12-09 12:00:00,6.5,2.46,NA
2008-12-09 12:00:00,7.5,2.53,NA
2008-12-09 12:00:00,8.5,2.3,NA
2008-12-09 12:00:00,9.5,2.58,NA
2008-12-09 12:00:00,10.5,2.56,NA
2008-12-09 12:00:00,11.5,2.29,NA
2008-12-09 12:00:00,13.5,2.4,NA
2008-12-10 12:00:00,0.5,2.3,NA
2008-12-10 12:00:00,1,2.4,NA
2008-12-10 12:00:00,1.5,2.28,17.55
2008-12-10 12:00:00,2,2.32,NA
2008-12-10 12:00:00,2.5,2.03,NA
2008-12-10 12:00:00,3,2.21,NA
2008-12-10 12:00:00,3.5,2.66,NA
2008-12-10 12:00:00,4.5,2.52,NA
2008-12-10 12:00:00,5.5,2.35,NA
2008-12-10 12:00:00,6.5,2.53,NA
2008-12-10 12:00:00,7.5,2.54,NA
2008-12-10 12:00:00,8.5,2.3,NA
2008-12-10 12:00:00,9.5,2.58,NA
2008-12-10 12:00:00,10.5,2.54,NA
2008-12-10 12:00:00,11.5,2.32,NA
2008-12-10 12:00:00,13.5,2.4,NA
2008-12-11 12:00:00,0.5,2.16,NA
2008-12-11 12:00:00,1,2.29,NA
2008-12-11 12:00:00,1.5,2.19,18.05
2008-12-11 12:00:00,2,2.21,NA
2008-12-11 12:00:00,2.5,1.92,NA
2008-12-11 12:00:00,3,2.16,NA
2008-12-11 12:00:00,3.5,2.58,NA
2008-12-11 12:00:00,4.5,2.43,NA
2008-12-11 12:00:00,5.5,2.28,NA
2008-12-11 12:00:00,6.5,2.43,NA
2008-12-11 12:00:00,7.5,2.46,NA
2008-12-11 12:00:00,8.5,2.24,NA
2008-12-11 12:00:00,9.5,2.61,NA
2008-12-11 12:00:00,10.5,2.48,NA
2008-12-11 12:00:00,11.5,2.24,NA
2008-12-11 12:00:00,13.5,2.31,NA
2008-12-12 12:00:00,0.5,2.2,NA
2008-12-12 12:00:00,1,2.34,NA
2008-12-12 12:00:00,1.5,2.22,18.04
2008-12-12 12:00:00,2,2.24,NA
2008-12-12 12:00:00,2.5,1.96,NA
2008-12-12 12:00:00,3,2.19,NA
2008-12-12 12:00:00,3.5,2.58,NA
2008-12-12 12:00:00,4.5,2.46,NA
2008-12-12 12:00:00,5.5,2.31,NA
2008-12-12 12:00:00,6.5,2.46,NA
